,concept_name,count,count_emotion,count_sadness,count_joy,count_fear,count_anger,count_surprise,count_disgust,count_trust,count_anticipation,count_confusion,count_denial
1190,Entire clitoris,1.0,1.0,1.0,,,,,,,,,
1191,Sore sensation,2.0,8.0,2.0,,3.0,1.0,,,,1.0,1.0,
1192,Sore skin,2.0,8.0,2.0,,3.0,1.0,,,,1.0,1.0,
1193,Mitral Valve Prolapse Syndrome,1.0,2.0,,,1.0,,,,,,,1.0
1194,"Memory, Short-Term",1.0,,,,,,,,,,,
1195,Severe depression,1.0,,,,,,,,,,,
1196,Temporomandibular Joint Dysfunction Syndrome,2.0,2.0,1.0,,1.0,,,,,,,
1197,Temporomandibular Joint,2.0,2.0,1.0,,1.0,,,,,,,
1198,Postal Address Use - Public,1.0,,,,,,,,,,,
1199,public entity,1.0,,,,,,,,,,,
1200,Communication Contact,1.0,,,,,,,,,,,
1201,Contact - HL7 Attribution,1.0,,,,,,,,,,,
1202,Contact with,1.0,,,,,,,,,,,
1203,Personal Contact,1.0,,,,,,,,,,,
1204,Physical contact,1.0,,,,,,,,,,,
1205,Set of muscles,1.0,1.0,,,,,,,1.0,,,
1206,contact person,1.0,,,,,,,,,,,
1207,Melanocytic nevus,1.0,2.0,,,,,,,,,1.0,1.0
1208,Freckles,1.0,1.0,,,,,,,,,1.0,
1209,Nevus,1.0,2.0,,,,,,,,,1.0,1.0
1210,Immunity,1.0,1.0,,,,,,,,,1.0,
1211,Benign melanocytic nevus,1.0,2.0,,,,,,,,,1.0,1.0
1212,Cerebrovascular accident,2.0,4.0,1.0,,1.0,,,,,1.0,1.0,
1213,"Stroke, CTCAE",2.0,4.0,1.0,,1.0,,,,,1.0,1.0,
1214,Sexual abuse,1.0,4.0,1.0,1.0,,,,1.0,,,1.0,
1215,Childhood,1.0,4.0,1.0,1.0,,,,1.0,,,1.0,
1216,Patient Discharge,3.0,5.0,2.0,,1.0,,,,,2.0,,
1217,Body Fluid Discharge,3.0,5.0,2.0,,1.0,,,,,2.0,,
1218,"Discharge, Body Substance, Sample",3.0,5.0,2.0,,1.0,,,,,2.0,,
1219,"Discharge, body substance",3.0,5.0,2.0,,1.0,,,,,2.0,,
1220,Specimen Source Codes - Discharge,3.0,5.0,2.0,,1.0,,,,,2.0,,
1221,Letter [Publication Type],1.0,2.0,,,1.0,1.0,,,,,,
1222,Letter:Finding:Point in time:{Setting}:Document:{Provider},1.0,2.0,,,1.0,1.0,,,,,,
1223,Cerebral Palsy,1.0,1.0,1.0,,,,,,,,,
1224,Empathy,1.0,1.0,,,,,,,,,1.0,
1225,"Mania, CTCAE",1.0,1.0,,,,,,,,,1.0,
1226,Factor V,1.0,2.0,,,,,,,,1.0,1.0,
1227,Methylenetetrahydrofolate reductase (NADPH),1.0,2.0,,,,,,,,1.0,1.0,
1228,heparin,1.0,2.0,,,,,,,,1.0,1.0,
1229,"5,10-Methylenetetrahydrofolate reductase deficiency",1.0,2.0,,,,,,,,1.0,1.0,
1230,Factor V Measurement,1.0,2.0,,,,,,,,1.0,1.0,
1231,Homocysteine measurement,1.0,2.0,,,,,,,,1.0,1.0,
1232,"heparin, porcine",1.0,2.0,,,,,,,,1.0,1.0,
1233,water,1.0,1.0,,,,,,,,,,1.0
1234,Drinking Water,1.0,1.0,,,,,,,,,,1.0
1235,Monthly (qualifier value),1.0,2.0,1.0,,,,,,,,1.0,
1236,Old,4.0,11.0,3.0,,3.0,1.0,1.0,1.0,,,1.0,1.0
1237,Old episode,4.0,11.0,3.0,,3.0,1.0,1.0,1.0,,,1.0,1.0
1238,Precision - month,1.0,2.0,1.0,,,,,,,,1.0,
1239,Transaction counts and value totals - month,1.0,2.0,1.0,,,,,,,,1.0,
1240,Water - Specimen Source Codes,1.0,1.0,,,,,,,,,,1.0
1241,month,4.0,6.0,1.0,,1.0,,,,,1.0,3.0,
1242,Psychology,1.0,,,,,,,,,,,
1243,Body Weight Domain,1.0,1.0,1.0,,,,,,,,,
1244,psychology qualifier,1.0,,,,,,,,,,,
1245,Phimosis,1.0,3.0,1.0,,1.0,,,,,,1.0,
1246,Acquired phimosis,1.0,3.0,1.0,,1.0,,,,,,1.0,
1247,Congenital phimosis,1.0,3.0,1.0,,1.0,,,,,,1.0,
1248,Daughter,1.0,3.0,,,1.0,1.0,,,,,,1.0
1249,Keppra,1.0,1.0,,,,,,,,,1.0,
1250,Pharyngitis,5.0,4.0,1.0,,,,2.0,1.0,,,,
1251,Sore Throat,5.0,4.0,1.0,,,,2.0,1.0,,,,
1252,Sore Throat brand of Phenol,5.0,4.0,1.0,,,,2.0,1.0,,,,
1253,"Sore Throat, CTCAE",5.0,4.0,1.0,,,,2.0,1.0,,,,
1254,week,1.0,4.0,1.0,,1.0,,,1.0,,1.0,,
1255,Pain in left lower limb,1.0,1.0,,,,,,1.0,,,,
1256,Painless,1.0,3.0,,,1.0,,,1.0,,,1.0,
1257,Without,1.0,,,,,,,,,,,
1258,Hereditary Diseases,1.0,,,,,,,,,,,
1259,Choose (action),1.0,3.0,,,2.0,,,,,,1.0,
1260,carbon monoxide,1.0,,,,,,,,,,,
1261,Carbon Monoxide Measurement,1.0,,,,,,,,,,,
1262,IPSS Risk Category Low,2.0,1.0,,,1.0,,,,,,,
1263,IPSS-R Risk Category Low,2.0,1.0,,,1.0,,,,,,,
1264,Levels (qualifier value),1.0,1.0,,,,,,,,1.0,,
1265,Low - MessageWaitingPriority,2.0,1.0,,,1.0,,,,,,,
1266,Low Level,2.0,1.0,,,1.0,,,,,,,
1267,Value Below Reference Range,2.0,1.0,,,1.0,,,,,,,
1268,low,2.0,1.0,,,1.0,,,,,,,
1269,low confidentiality,2.0,1.0,,,1.0,,,,,,,
1270,low exposure,2.0,1.0,,,1.0,,,,,,,
1271,Cold Temperature,4.0,11.0,3.0,,4.0,,,,,2.0,,2.0
1272,Common Cold,4.0,11.0,3.0,,4.0,,,,,2.0,,2.0
1273,Chronic Obstructive Airway Disease,4.0,12.0,4.0,,4.0,,,,,2.0,,2.0
1274,Upper Respiratory Infections,4.0,11.0,3.0,,4.0,,,,,2.0,,2.0
1275,Abdominal (qualifier value),2.0,4.0,1.0,,2.0,,,,,1.0,,
1276,Cold Sensation,4.0,11.0,3.0,,4.0,,,,,2.0,,2.0
1277,Influenza-like symptoms,1.0,2.0,1.0,,1.0,,,,,,,
1278,Pattern of Bowel Movements Question,1.0,2.0,1.0,,1.0,,,,,,,
1279,Blood,2.0,7.0,2.0,,4.0,,,1.0,,,,
1280,In Blood,2.0,7.0,2.0,,4.0,,,1.0,,,,
1281,peripheral blood,2.0,7.0,2.0,,4.0,,,1.0,,,,
1282,Allergy Specialty,2.0,3.0,,,1.0,,1.0,,,1.0,,
1283,Conjunctivitis,1.0,1.0,,,,,1.0,,,,,
1284,Allergic disposition,2.0,3.0,,,1.0,,1.0,,,1.0,,
1285,Allergy - Charge Type Reason,2.0,3.0,,,1.0,,1.0,,,1.0,,
1286,"Conjunctivitis, CTCAE",1.0,1.0,,,,,1.0,,,,,
1287,Response to antigens,2.0,3.0,,,1.0,,1.0,,,1.0,,
1288,Vasectomy,1.0,,,,,,,,,,,
1289,Hematuria,1.0,3.0,,,1.0,,1.0,,,,,1.0
1290,Lower abdominal pain,2.0,4.0,,,1.0,,1.0,,,,1.0,1.0
1291,Anal carcinoma,1.0,,,,,,,,,,,
1292,Malignant neoplasm of anus,1.0,,,,,,,,,,,
1293,NCI CTEP SDC Anal Cancer Sub-Category Terminology,1.0,,,,,,,,,,,
1294,Cardiomegaly,1.0,1.0,,,1.0,,,,,,,
1295,Obsessive-Compulsive Personality,3.0,2.0,1.0,,,,,,,,,1.0
1296,Osteochondritis Dissecans,3.0,2.0,1.0,,,,,,,,,1.0
1297,Shaving - surgical procedure,1.0,,,,,,,,,,,
1298,Specimen Collection Method - Shaving,1.0,,,,,,,,,,,
1299,Ovral,1.0,,,,,,,,,,,
1300,Muscle Cramp,1.0,7.0,1.0,,3.0,,1.0,,,,2.0,
1301,Lymphoid interstitial pneumonia,1.0,,,,,,,,,,,
1302,Entire lip,1.0,,,,,,,,,,,
1303,GDC Lymphatic Invasion Present Terminology,1.0,,,,,,,,,,,
1304,Lip structure,2.0,,,,,,,,,,,
1305,Somnolence,1.0,2.0,1.0,,1.0,,,,,,,
1306,Drowsiness,1.0,2.0,1.0,,1.0,,,,,,,
1307,General Anesthesia,2.0,2.0,,,1.0,,,,,,1.0,
1308,General Anesthesia [PE],1.0,2.0,,,1.0,,,,,,1.0,
1309,Device Status Unkown,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1310,Marital Status - Unknown,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1311,Unknown,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1312,Unknown - Administrative Gender,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1313,Unknown - Allergy Severity,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1314,Unknown - CWE statuses,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1315,Unknown - Contact Role,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1316,Unknown - Container status,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1317,Unknown - Employment Status,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1318,Unknown - Escort Required,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1319,Unknown - Ethnic Group,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1320,Unknown - Event Expected,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1321,Unknown - Event reason,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1322,Unknown - Expanded yes/no indicator,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1323,Unknown - HL7 update mode,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1324,Unknown - Immunization Registry Status,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1325,Unknown - Job Status,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1326,Unknown - Living Arrangement,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1327,Unknown - Living Dependency,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1328,Unknown - Living Will Code,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1329,Unknown - Notify Clergy Code,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1330,Unknown - Organ Donor Code,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1331,Unknown - Patient Class,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1332,Unknown - Patient Condition Code,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1333,Unknown - Patient Outcome,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1334,Unknown - Patient_s Relationship to Insured,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1335,Unknown - Precaution Code,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1336,Unknown - Production Class Code,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1337,Unknown - Recreational Drug Use Code,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1338,Unknown - Relationship,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1339,Unknown - Religion,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1340,Unknown - Special Program Code,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1341,Unknown - Transport Arranged,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1342,Unknown - Vaccines administered,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1343,Unknown - mode of arrival code,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1344,Unknown - publishing section,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1345,Unknown Data Entry Method,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1346,Unknown Dosage Form Category,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1347,Unknown Mechanism of Action,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1348,Unknown Publicity Code,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1349,Unknown Route of Drug Administration,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1350,Unknown Transformation,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1351,unknown - NullFlavor,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1352,unknown vaccine or immune globulin,1.0,7.0,1.0,,2.0,,,,,1.0,2.0,1.0
1353,Twitching eye,3.0,1.0,,,1.0,,,,,,,
1354,fluconazole,1.0,2.0,,,1.0,,,,,,1.0,
1355,"INJECTION FLUCONAZOLE, 200 MG ADMINISTERED",1.0,2.0,,,1.0,,,,,,1.0,
1356,Mood (attribute),1.0,1.0,1.0,,,,,,,,,
1357,Mood (psychological function),1.0,1.0,1.0,,,,,,,,,
1358,Mood:-:Point in time:^Patient:-,1.0,1.0,1.0,,,,,,,,,
1359,Record Mood,1.0,1.0,1.0,,,,,,,,,
1360,Symptoms Interfered with Mood,1.0,1.0,1.0,,,,,,,,,
1361,Cardiomyopathies,1.0,,,,,,,,,,,
1362,Vertigo,4.0,5.0,1.0,,3.0,,,,,,1.0,
1363,"Dizziness, CTCAE 3.0",4.0,4.0,,,3.0,,,,,,1.0,
1364,"Dizziness, CTCAE 5.0",4.0,4.0,,,3.0,,,,,,1.0,
1365,Have Dizziness,4.0,4.0,,,3.0,,,,,,1.0,
1366,How Much Distress Dizziness,4.0,4.0,,,3.0,,,,,,1.0,
1367,How Often Dizzy,4.0,4.0,,,3.0,,,,,,1.0,
1368,Usual Severity Dizziness,4.0,4.0,,,3.0,,,,,,1.0,
1369,Breastfeeding (infant),2.0,,,,,,,,,,,
1370,Breastfeeding (mother),2.0,,,,,,,,,,,
1371,Mental problem,2.0,1.0,,,,1.0,,,,,,
1372,Oral contraception,3.0,1.0,,,,,,,,,1.0,
1373,Entire nail of toe,1.0,1.0,,,1.0,,,,,,,
1374,Growth & development aspects,1.0,2.0,1.0,,1.0,,,,,,,
1375,Growth action,1.0,2.0,1.0,,1.0,,,,,,,
1376,Structure of nail of toe,1.0,1.0,,,1.0,,,,,,,
1377,Tissue Growth,1.0,2.0,1.0,,1.0,,,,,,,
1378,growth aspects,1.0,2.0,1.0,,1.0,,,,,,,
1379,Hoarseness,1.0,2.0,1.0,,,,,,1.0,,,
1380,Dysphonia,1.0,2.0,1.0,,,,,,1.0,,,
1381,Pancreatic carcinoma,1.0,2.0,1.0,,1.0,,,,,,,
1382,Malignant neoplasm of pancreas,1.0,2.0,1.0,,1.0,,,,,,,
1383,Pancreatic Cancer Pathway,1.0,2.0,1.0,,1.0,,,,,,,
1384,Ruptured cyst of ovary,1.0,1.0,,,1.0,,,,,,,
1385,Body Piercing,1.0,1.0,,,1.0,,,,,,,
1386,Piercing - CHV concept,1.0,1.0,,,1.0,,,,,,,
1387,Piercing procedure,1.0,1.0,,,1.0,,,,,,,
1388,Piercing quality,1.0,1.0,,,1.0,,,,,,,
1389,urinastatin,1.0,3.0,1.0,,1.0,,,,,,1.0,
1390,"Hypothyroidism, CTCAE",3.0,2.0,,,,,,,,1.0,1.0,
1391,Malaria,1.0,,,,,,,,,,,
1392,Malaria Vaccines,1.0,,,,,,,,,,,
1393,Malaria Pathway,1.0,,,,,,,,,,,
1394,Plasmodium Measurement,1.0,,,,,,,,,,,
1395,Hepatitis A,1.0,1.0,,,1.0,,,,,,,
1396,Hepatitis,1.0,1.0,,,1.0,,,,,,,
1397,Biopsy of breast,1.0,2.0,1.0,,1.0,,,,,,,
1398,Bristol Stool Type 1,1.0,5.0,1.0,,1.0,1.0,,1.0,,1.0,,
1399,Wound Healing,1.0,1.0,,,,,,,,,1.0,
1400,Soil,1.0,3.0,,,,1.0,1.0,1.0,,,,
1401,Since,1.0,13.0,2.0,1.0,3.0,1.0,1.0,1.0,,,2.0,2.0
1402,Trousers,1.0,3.0,,,,1.0,1.0,1.0,,,,
1403,Underpants,1.0,3.0,,,,1.0,1.0,1.0,,,,
1404,year,1.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,
1405,digestive problem,1.0,1.0,1.0,,,,,,,,,
1406,Cardiac Surgery procedures,1.0,,,,,,,,,,,
1407,Discipline of Heart Surgery,1.0,,,,,,,,,,,
1408,Rectum,1.0,1.0,,,,,,,,,,1.0
1409,Rectal Diseases,1.0,1.0,,,,,,,,,,1.0
1410,penis,3.0,3.0,1.0,,,,,,,,1.0,1.0
1411,Penile Diseases,3.0,3.0,1.0,,,,,,,,1.0,1.0
1412,Entire penis,3.0,3.0,1.0,,,,,,,,1.0,1.0
1413,Entire rectum,1.0,1.0,,,,,,,,,,1.0
1414,Vaccines,1.0,3.0,,,1.0,,1.0,1.0,,,,
1415,Penile Erection,1.0,1.0,1.0,,,,,,,,,
1416,Keflex,1.0,,,,,,,,,,,
1417,Skeletal muscle structure of pelvis,1.0,,,,,,,,,,,
1418,Hot Temperature,1.0,2.0,,,1.0,,,,,,1.0,
1419,Food allergenic extracts,2.0,4.0,,,1.0,,,1.0,,,2.0,
1420,Hot sensation quality,1.0,2.0,,,1.0,,,,,,1.0,
1421,Metrorrhagia,2.0,1.0,,,,,,,,,1.0,
1422,Spotting,2.0,1.0,,,,,,,,,1.0,
1423,Menstrual spotting,2.0,1.0,,,,,,,,,1.0,
1424,Biliary calculi,2.0,2.0,1.0,,,,1.0,,,,,
1425,Premature Obstetric Labor,1.0,,,,,,,,,,,
1426,Cerebellar Ataxia,1.0,2.0,1.0,,,,,,,1.0,,
1427,Ataxia,1.0,2.0,1.0,,,,,,,1.0,,
1428,Ataxia as late effect of cerebrovascular disease,1.0,2.0,1.0,,,,,,,1.0,,
1429,"Ataxia, CTCAE 5.0",1.0,2.0,1.0,,,,,,,1.0,,
1430,Anxiety attack,1.0,,,,,,,,,,,
1431,while,2.0,,,,,,,,,,,
1432,cervical cancer,1.0,2.0,,,1.0,,,,,1.0,,
1433,Cancer Therapeutic Procedure,1.0,,,,,,,,,,,
1434,Cervix carcinoma,1.0,2.0,,,1.0,,,,,1.0,,
1435,Malignant tumor of cervix,1.0,2.0,,,1.0,,,,,1.0,,
1436,NCI CTEP SDC Cervical Cancer Sub-Category Terminology,1.0,2.0,,,1.0,,,,,1.0,,
1437,Brain Neoplasms,1.0,3.0,1.0,,1.0,,,,,1.0,,
1438,4 Days,1.0,4.0,,,,,1.0,,,1.0,2.0,
1439,Light brown,1.0,1.0,,,,,,,,,1.0,
1440,Spinal Stenosis,1.0,3.0,,,1.0,1.0,,,,,,1.0
1441,Allergy Severity - Severe,6.0,7.0,2.0,,1.0,2.0,,,,1.0,,1.0
1442,Borg Category-Ratio 10 Perceived Exertion Score 5,6.0,7.0,2.0,,1.0,2.0,,,,1.0,,1.0
1443,Epidermal cGVHD Score 4,6.0,7.0,2.0,,1.0,2.0,,,,1.0,,1.0
1444,Grade 3 Severe Adverse Event,6.0,7.0,2.0,,1.0,2.0,,,,1.0,,1.0
1445,Intensity and Distress 5,6.0,7.0,2.0,,1.0,2.0,,,,1.0,,1.0
1446,Severe (severity modifier),7.0,12.0,3.0,,2.0,2.0,,,,2.0,1.0,2.0
1447,Severe - Severity of Illness Code,6.0,7.0,2.0,,1.0,2.0,,,,1.0,,1.0
1448,Severe - Triage Code,6.0,7.0,2.0,,1.0,2.0,,,,1.0,,1.0
1449,Severe Extremity Pain,6.0,7.0,2.0,,1.0,2.0,,,,1.0,,1.0
1450,Severe Hallucination,6.0,7.0,2.0,,1.0,2.0,,,,1.0,,1.0
1451,Spinal canal stenosis,1.0,3.0,,,1.0,1.0,,,,,,1.0
1452,Discomfort,1.0,1.0,1.0,,,,,,,,,
1453,Lower abdomen,1.0,,,,,,,,,,,
1454,Sensory Discomfort,1.0,1.0,1.0,,,,,,,,,
1455,Swelling,1.0,2.0,,,,1.0,,,,,1.0,
1456,Fear (Mental Process),1.0,4.0,,,3.0,,,,,,,1.0
1457,Vomitus,1.0,1.0,,,1.0,,,,,,,
1458,Arthralgia,1.0,1.0,,,,,,,,1.0,,
1459,Usage,1.0,1.0,,,,,,,,1.0,,
1460,Use - dosing instruction imperative,1.0,1.0,,,,,,,,1.0,,
1461,utilization qualifier,1.0,1.0,,,,,,,,1.0,,
1462,"insulin, regular, human",2.0,7.0,1.0,,3.0,,,,,,2.0,1.0
1463,Insulin,2.0,7.0,1.0,,3.0,,,,,,2.0,1.0
1464,"INS protein, human",2.0,7.0,1.0,,3.0,,,,,,2.0,1.0
1465,Insulin Drug Class,2.0,7.0,1.0,,3.0,,,,,,2.0,1.0
1466,Insulin [EPC],2.0,7.0,1.0,,3.0,,,,,,2.0,1.0
1467,Insulin measurement,2.0,9.0,1.0,,4.0,,,,,,3.0,1.0
1468,Therapeutic Insulin,2.0,7.0,1.0,,3.0,,,,,,2.0,1.0
1469,Hydrotherapy,1.0,3.0,,,1.0,,,,,1.0,1.0,
1470,"Breast Prosthesis, Internal",2.0,3.0,1.0,,1.0,,,,,1.0,,
1471,"Mammary Prostheses, unspecified whether internal or external",2.0,3.0,1.0,,1.0,,,,,1.0,,
1472,Prescription procedure,3.0,4.0,1.0,,,1.0,,1.0,,,1.0,
1473,prescription document,3.0,4.0,1.0,,,1.0,,1.0,,,1.0,
1474,terminal cancer,1.0,,,,,,,,,,,
1475,Hydroxymethylglutaryl-CoA Reductase Inhibitors,1.0,2.0,,,,1.0,,1.0,,,,
1476,"Effect, Appearance",1.0,2.0,,,,,,,,,1.0,1.0
1477,Outcome of Therapy,1.0,2.0,,,,,,,,,1.0,1.0
1478,Side,1.0,2.0,,,1.0,,,,,,1.0,
1479,Benign,1.0,2.0,1.0,,,,,,,,,1.0
1480,Endocervical polyp,1.0,,,,,,,,,,,
1481,Widal test,1.0,1.0,,,,,,,,,1.0,
1482,Now (cigarettes),1.0,8.0,2.0,1.0,3.0,1.0,,,,,,1.0
1483,Now (temporal qualifier),1.0,8.0,2.0,1.0,3.0,1.0,,,,,,1.0
1484,Now - dosing instruction fragment,1.0,8.0,2.0,1.0,3.0,1.0,,,,,,1.0
1485,Bone structure of clavicle,1.0,1.0,,,,,,,,,1.0,
1486,Bone structure of scapula,1.0,1.0,,,,,,,,,1.0,
1487,Entire clavicle,1.0,1.0,,,,,,,,,1.0,
1488,Entire scapula,1.0,1.0,,,,,,,,,1.0,
1489,Fracture,1.0,1.0,,,,,,,,,1.0,
1490,Fog,1.0,1.0,,,1.0,,,,,,,
1491,Brain,3.0,3.0,,,1.0,,,,,1.0,1.0,
1492,Brain Diseases,3.0,3.0,,,1.0,,,,,1.0,1.0,
1493,Entire brain,3.0,3.0,,,1.0,,,,,1.0,1.0,
1494,Facial Pain,1.0,,,,,,,,,,,
1495,"Facial Pain, CTCAE",1.0,,,,,,,,,,,
1496,Luvox,1.0,,,,,,,,,,,
1497,Food Allergy,1.0,,,,,,,,,,,
1498,Chronic Insomnia,1.0,,,,,,,,,,,
1499,Cardiology discipline,1.0,2.0,1.0,,,1.0,,,,,,
1500,Regulatory Report,1.0,,,,,,,,,,,
1501,Report (document),1.0,,,,,,,,,,,
1502,Report:Finding:Point in time:{Setting}:Document:{Role},1.0,,,,,,,,,,,
1503,Reporting,1.0,,,,,,,,,,,
1504,Nerve,2.0,1.0,,,,1.0,,,,,,
1505,Skin tanning,1.0,1.0,,,1.0,,,,,,,
1506,Tanning of leather,1.0,1.0,,,1.0,,,,,,,
1507,Seborrheic dermatitis,1.0,1.0,,,1.0,,,,,,,
1508,Earache,2.0,,,,,,,,,,,
1509,"Ear Pain, CTCAE",2.0,,,,,,,,,,,
1510,Pain of ear structure,2.0,,,,,,,,,,,
1511,Large Intestine,1.0,,,,,,,,,,,
1512,"Stomach Pain, CTCAE 3.0",3.0,3.0,2.0,,1.0,,,,,,,
1513,"Stomach Pain, CTCAE 5.0",3.0,3.0,2.0,,1.0,,,,,,,
1514,Stomach ache,4.0,9.0,3.0,,3.0,1.0,,1.0,,,1.0,
1515,Malignant neoplasm of skin,3.0,1.0,,,1.0,,,,,,,
1516,Infectious gastroenteritis,1.0,1.0,,,1.0,,,,,,,
1517,Bowel problem,2.0,,,,,,,,,,,
1518,Relapsing Fever,1.0,1.0,,,1.0,,,,,,,
1519,Pain in lower limb,1.0,1.0,,,1.0,,,,,,,
1520,Recurrent fevers,1.0,1.0,,,1.0,,,,,,,
1521,Chemical Imbalance,1.0,1.0,,,,,,,,,1.0,
1522,Hepatic,1.0,1.0,,,1.0,,,,,,,
1523,Pulp Canals,4.0,3.0,,,,,1.0,,,,1.0,1.0
1524,Injury of elbow,1.0,,,,,,,,,,,
1525,Slow,1.0,,,,,,,,,,,
1526,metabolic rates,1.0,,,,,,,,,,,
1527,Hyperthyroidism,3.0,1.0,,,,,,,1.0,,,
1528,"Hyperthyroidism, CTCAE",1.0,,,,,,,,,,,
1529,Marketing basis - Transitional,1.0,,,,,,,,,,,
1530,Transitional cell morphology,1.0,,,,,,,,,,,
1531,archive,1.0,,,,,,,,,,,
1532,Lobotomy,1.0,1.0,,,,,,,,,1.0,
1533,Archived,1.0,,,,,,,,,,,
1534,Film Container Cap,1.0,,,,,,,,,,,
1535,Film Device,1.0,,,,,,,,,,,
1536,Film Dosage Form,1.0,,,,,,,,,,,
1537,film (photographic),1.0,,,,,,,,,,,
1538,film - layer,1.0,,,,,,,,,,,
1539,Roentgen Rays,1.0,4.0,,,,1.0,,,,,3.0,
1540,ActClaimAttachmentCategoryCode <x-ray>,1.0,2.0,,,,1.0,,,,,1.0,
1541,Diagnostic radiologic examination,1.0,2.0,,,,1.0,,,,,1.0,
1542,Plain x-ray,1.0,2.0,,,,1.0,,,,,1.0,
1543,Radiographic imaging procedure,1.0,2.0,,,,1.0,,,,,1.0,
1544,Radiography Study File,1.0,2.0,,,,1.0,,,,,1.0,
1545,roentgenographic,1.0,2.0,,,,1.0,,,,,1.0,
1546,Ankle Injuries,1.0,1.0,,,,,,,,,1.0,
1547,Alopecia,1.0,1.0,,,1.0,,,,,,,
1548,Hypotrichosis,1.0,,,,,,,,,,,
1549,Have Hair Loss,1.0,1.0,,,1.0,,,,,,,
1550,How Much Distress Hair Loss,1.0,1.0,,,1.0,,,,,,,
1551,How Often Hair Loss,1.0,1.0,,,1.0,,,,,,,
1552,Usual Severity Hair Loss,1.0,1.0,,,1.0,,,,,,,
1553,Rheumatoid Arthritis,1.0,,,,,,,,,,,
1554,Chlamydia,2.0,1.0,,,,1.0,,,,,,
1555,Zoloft,1.0,3.0,1.0,,,1.0,,,,1.0,,
1556,Scratch test,1.0,1.0,,,1.0,,,,,,,
1557,Rotator Cuff,1.0,,,,,,,,,,,
1558,Eating problem,1.0,1.0,1.0,,,,,,,,,
1559,Acupuncture procedure,1.0,,,,,,,,,,,
1560,Acupuncture therapy discipline,1.0,,,,,,,,,,,
1561,Urinary tract,1.0,1.0,,,,,,,,,1.0,
1562,Track (course),1.0,1.0,,,,,,,,,1.0,
1563,urinary,1.0,1.0,,,,,,,,,1.0,
1564,AS virus,1.0,,,,,,,,,,,
1565,Virus,1.0,,,,,,,,,,,
1566,Peripheral Nervous System Diseases,1.0,,,,,,,,,,,
1567,Peripheral Neuropathy,1.0,,,,,,,,,,,
1568,Fasting,1.0,1.0,,,1.0,,,,,,,
1569,Metabolic Pathway,1.0,,,,,,,,,,,
1570,Metabolism,1.0,,,,,,,,,,,
1571,Fasting Status Indicator,1.0,1.0,,,1.0,,,,,,,
1572,Rapid,1.0,1.0,,,1.0,,,,,,,
